Survived,Pclass,Sex,Age,SibSp,Parch,Embarked,name_length,title,title_group,family_size,is_alone,ticket_group_size,cabin_score,name_word_count,Age_missing,Cabin_missing,log_Fare,log_fare_per_person,log_age_fare_ratio
1,3,female,22.0,0,0,S,24,Miss,Miss,1,1,1,5.371065418185478,4,False,True,2.169053700369523,2.169053700369523,1.3451362886263831
0,3,male,29.69911764705882,0,0,S,24,Mr,Mr,1,1,1,1.2887972191064925,4,True,True,2.2027647577118348,2.2027647577118348,0.0
0,3,male,29.0,0,0,S,20,Mr,Mr,1,1,1,1.6893506307216457,3,False,True,2.2027647577118348,2.2027647577118348,1.5265962603116237
1,1,female,41.0,0,0,C,31,Miss,Miss,1,1,2,9.968742518459472,4,False,False,4.908971640319756,4.223177434065069,0.2660748438640267
1,3,male,24.0,0,0,S,25,Mr,Mr,1,1,1,2.4247050363472966,4,False,True,2.0969990034181696,2.097035850080787,1.4725969138307577
0,3,male,29.69911764705882,0,0,S,22,Mr,Mr,1,1,1,1.5167487973275118,4,True,True,2.1102132003465894,2.1102132003465894,0.0
0,3,female,3.0,3,1,S,26,Miss,Miss,5,0,4,7.999160853731894,4,False,True,3.0944457464900235,1.8356168522918315,0.13308645379627013
0,2,male,54.0,1,0,S,29,Rev,Other,2,0,2,7.885972112245307,4,False,True,3.295836866004329,2.6390573296152584,1.1239300966523995
0,3,male,28.0,2,0,S,28,Mr,Mr,3,0,1,1.8143543508979727,4,False,True,2.188856327665703,2.188856327665703,1.5114111122017444
0,3,male,29.69911764705882,0,0,S,24,Mr,Mr,1,1,1,4.034828662123971,4,True,True,2.2027647577118348,2.2027647577118348,0.0
1,2,female,13.0,0,1,S,33,Miss,Miss,2,0,2,5.189177052828375,4,False,True,3.0204248861443626,2.3749057545736716,0.5108256237659907
1,3,female,18.0,0,0,S,23,Miss,Miss,1,1,1,0.678370591051719,4,False,True,2.3833998102837652,2.3834274808381464,1.0399064364505435
0,3,male,26.0,0,0,S,17,Mr,Mr,1,1,1,1.6352387258502277,3,False,True,2.1855792552411137,2.1856017375082266,1.456960140375883
0,3,male,29.69911764705882,3,1,S,29,Master,Master,5,0,4,5.716126894698999,4,True,True,3.275887339030031,1.9970105677006766,0.0
1,3,female,23.0,0,0,S,31,Miss,Miss,1,1,1,0.2924728303455914,5,False,True,2.145931282948669,2.145931282948669,1.397817122356671
0,2,male,30.0,0,0,S,18,Mr,Mr,1,1,1,1.636559428657045,3,False,True,2.4423470353692043,2.4423470353692043,1.349926716949016
0,3,male,29.69911764705882,0,0,S,26,Mr,Mr,1,1,1,8.952068376871994,4,True,True,2.2027647577118348,2.2027647577118348,0.0
1,1,female,44.0,0,1,C,47,Mrs,Mrs,2,0,2,1.205668857772788,7,False,False,4.077184839375167,3.4008639927609177,0.5646845453838268
1,1,female,35.0,1,0,S,51,Mrs,Mrs,2,0,2,3.971835296184549,7,False,True,3.970291913552122,3.295836866004329,0.5146644000731564
0,3,male,24.0,0,0,S,16,Mr,Mr,1,1,1,4.24130671302386,3,False,True,2.1855792552411137,2.1856017375082266,1.3961433671509238
1,2,female,34.0,0,1,S,36,Mrs,Mrs,2,0,2,5.034172708548569,7,False,True,3.1780538303479458,2.5257286443082556,0.9075570519054004
0,1,male,24.0,0,0,C,18,Mr,Mr,1,1,2,4.984421989290572,3,False,False,4.384523514872469,3.703768066607687,0.26469255422708216
1,3,male,16.0,0,0,S,30,Mr,Mr,1,1,1,1.6426579793099294,4,False,True,2.2027647577118348,2.2027647577118348,1.094462905121298
1,2,female,24.0,1,0,S,35,Mrs,Mrs,2,0,2,3.4634599436596125,5,False,True,3.295836866004329,2.6390573296152584,0.653926467406664
0,3,male,29.69911764705882,0,0,Q,16,Mr,Mr,1,1,1,8.09516074724878,3,True,True,2.169053700369523,2.169053700369523,0.0
1,3,male,32.0,0,0,S,19,Mr,Mr,1,1,1,2.3167170138344337,3,False,True,2.188856327665703,2.188856327665703,1.6169803743377318
0,2,male,18.0,0,0,S,25,Mr,Mr,1,1,1,4.391349085702184,4,False,True,2.6390573296152584,2.6390573296152584,0.8690378470236095
0,3,male,28.0,1,0,S,30,Mr,Mr,2,0,2,4.0941165219124045,4,False,True,2.8243506567983707,2.188856327665703,1.0176052184949023
1,1,female,19.0,1,0,C,39,Mrs,Mrs,2,0,2,1.5253904291426137,6,False,False,4.5226490762785785,3.8403121578741457,0.18947064904684557
1,3,female,22.0,0,0,Q,20,Miss,Miss,1,1,1,9.224993811772958,3,False,True,2.169053700369523,2.169053700369523,1.3451362886263831
1,1,female,49.0,0,0,S,27,Dr,Other,1,1,1,7.140869321324278,4,False,False,3.2932111997353943,3.2932037728254713,1.0611739209077091
1,3,male,29.0,0,0,Q,24,Mr,Mr,1,1,1,6.974202672468399,4,False,True,2.169053700369523,2.169053700369523,1.5564453822935902
0,1,male,29.0,0,0,S,22,Mr,Mr,1,1,1,5.675408482615581,4,False,False,3.4339872044851463,3.4339872044851463,0.6763400622435641
0,1,male,38.0,0,1,S,25,Mr,Mr,2,0,3,1.7803596686975145,4,False,False,5.039951348430309,3.9542008803270154,0.22123572948371406
0,3,male,50.0,0,0,S,24,Mr,Mr,1,1,1,2.7214513722996267,4,False,True,2.2027647577118348,2.2027647577118348,1.9756326167134284
0,3,male,29.0,0,0,S,26,Mr,Mr,1,1,1,9.436159201675988,4,False,True,2.3497835148230464,2.3497548974704356,1.4006920239966216
0,3,male,29.69911764705882,0,0,Q,17,Mr,Mr,1,1,3,8.445493985350703,3,True,True,3.224857896545748,2.2027647577118348,0.0
0,1,male,18.0,1,0,C,42,Mr,Mr,2,0,2,9.25248317415666,7,False,False,4.699570861409576,4.015481713796376,0.15296934478142718
0,3,male,29.69911764705882,8,2,S,24,Mr,Mr,11,0,7,9.007018640112586,4,True,True,4.256321678298823,2.3920600994216485,0.0
0,3,male,25.0,0,0,S,21,Mr,Mr,1,1,1,7.090605194509164,3,False,True,2.1855792552411137,2.1856017375082266,1.4270140175179407
1,1,female,33.0,1,0,S,46,Mrs,Mrs,2,0,2,0.603520839905638,6,False,False,3.9908341858524357,3.3160025355989236,0.4833324831857919
1,1,female,26.0,0,0,S,28,Miss,Miss,1,1,2,7.072386343133986,4,False,True,4.380149874661021,3.6994484054631704,0.28498344393888153
0,3,male,33.0,0,0,S,28,Mr,Mr,1,1,1,4.09334006315043,4,False,True,2.1719067693519296,2.1719067693519296,1.6571556904417797
1,3,male,32.0,0,0,S,13,Mr,Mr,1,1,7,6.334008543167258,3,False,True,4.05171190165724,2.205082511632807,0.4487887941544854
0,3,female,31.0,0,0,S,19,Miss,Miss,1,1,1,8.17443561738441,3,False,True,2.180891922715322,2.180869334309949,1.5987677585155602
0,2,male,29.69911764705882,0,0,S,26,Mr,Mr,1,1,1,1.0250972799067926,4,True,True,0.0,0.0,0.0
0,3,male,29.69911764705882,0,0,C,14,Mr,Mr,1,1,1,8.682725054083805,3,True,True,2.1076888046179385,2.1076645006235757,0.0
0,3,male,59.0,0,0,S,17,Mr,Mr,1,1,1,1.206358711006008,3,False,True,2.1102132003465894,2.1102132003465894,2.2124339959997483
1,1,male,42.0,0,0,S,33,Mr,Mr,1,1,1,6.804993020747131,4,False,False,3.3064287218760624,3.306447045116345,0.9546331926930178
1,1,female,38.0,0,0,,19,Miss,Miss,1,1,2,7.8365301274114305,3,False,False,4.394449154672439,3.713572066704308,0.3886579897917832
0,3,male,21.0,0,0,S,16,Mr,Mr,1,1,1,3.4593499254696294,3,False,True,2.2682524139135403,2.268200666132215,1.2308802572458604
1,3,male,45.0,0,0,S,21,Mr,Mr,1,1,1,5.021950103312426,4,False,True,2.2027647577118348,2.2027647577118348,1.88556277362952
0,2,male,43.0,1,1,S,18,Mr,Mr,3,0,3,5.373956029379229,3,False,True,3.305053521109253,2.277267285009756,0.9700571560298151
1,2,female,24.0,2,3,S,37,Mrs,Mrs,6,0,3,9.00018641848105,5,False,True,2.9831534913471307,1.9810014688665833,0.8241754429663494
0,3,female,41.0,0,2,S,40,Mrs,Mrs,3,0,2,0.3353243473577938,5,False,True,3.0545906305603445,2.4074855028194153,1.1080501921252106
1,3,male,3.0,4,2,S,33,Master,Master,7,0,4,8.464522917345182,5,False,True,3.4777725458882283,2.180078418501249,0.09128340176698954
0,3,male,29.69911764705882,0,0,Q,20,Mr,Mr,1,1,1,0.1300192351073603,3,True,True,2.1666737276227077,2.1666508157532127,0.0
0,3,male,23.0,0,0,S,22,Mr,Mr,1,1,1,7.755276166950106,4,False,True,2.3248357019288655,2.3248357019288655,1.2508253588986602
0,3,male,29.69911764705882,1,0,Q,17,Mr,Mr,2,0,1,1.340152284506407,3,True,True,2.803360380906535,2.803360380906535,0.0
0,3,male,1.0,4,1,S,28,Master,Master,6,0,6,4.103968269896615,4,False,True,3.705920919968788,2.0301199863471253,0.02488464331587751
1,3,male,25.0,1,0,S,24,Mr,Mr,2,0,1,7.222525683930662,4,False,True,2.1719067693519296,2.1719067693519296,1.4387525715844656
0,3,female,18.0,0,0,S,31,Miss,Miss,1,1,1,7.315895217553319,4,False,True,2.1719067693519296,2.1719067693519296,1.1984915718377258
1,3,female,63.0,0,0,S,22,Mrs,Mrs,1,1,1,5.902306668690871,3,False,True,2.3596740599781727,2.3597212843648547,2.0243325640047938
0,3,male,38.0,0,0,S,15,Mr,Mr,1,1,1,7.7091220374582194,3,False,True,2.2682524139135403,2.268200666132215,1.6839374797246807
1,3,female,5.0,2,1,C,30,Miss,Miss,4,0,4,1.662833687560794,4,False,True,3.0085645861193133,1.760440785970628,0.23081669022599316
0,3,male,29.69911764705882,0,0,Q,17,Mr,Mr,1,1,1,1.1063173695520725,3,True,True,2.169053700369523,2.169053700369523,0.0
0,3,male,29.69911764705882,1,0,Q,19,Mr,Mr,2,0,3,1.4249554290151325,4,True,True,3.224857896545748,2.2027647577118348,0.0
0,3,male,49.0,0,0,S,19,Mr,Mr,1,1,4,7.582384757040913,3,False,True,0.0,0.0,0.0
0,3,male,16.0,0,0,S,28,Mr,Mr,1,1,1,9.447320222914104,5,False,True,2.2027647577118348,2.2027647577118348,1.094462905121298
0,3,male,24.0,0,0,S,22,Mr,Mr,1,1,1,6.181557343181191,4,False,True,2.3513752571634776,2.3513752571634776,1.2602536402245255
0,3,male,29.69911764705882,1,0,Q,19,Mr,Mr,2,0,1,5.744731131799119,3,True,True,2.169053700369523,2.169053700369523,0.0
0,2,male,34.0,0,0,S,20,Mr,Mr,1,1,2,0.8011484638467514,3,False,True,2.6390573296152584,2.0149030205422647,1.285198244248522
1,2,male,42.0,0,0,S,20,Mr,Mr,1,1,1,6.966508238768922,3,False,True,2.6390573296152584,2.6390573296152584,1.4423838277709342
0,3,female,45.0,0,0,S,33,Miss,Miss,1,1,1,5.833917947661204,4,False,True,2.169053700369523,2.169053700369523,1.9178709289909204
0,3,male,32.0,0,0,S,26,Mr,Mr,1,1,1,7.974260216069281,4,False,True,2.188856327665703,2.188856327665703,1.6169803743377318
0,3,female,18.0,0,1,C,21,Miss,Miss,2,0,2,1.6362382119166918,3,False,True,2.737880811060884,2.107421428186793,0.8088448349017178
0,2,female,44.0,1,0,S,45,Mrs,Mrs,2,0,2,7.33113022415281,6,False,True,3.295836866004329,2.6390573296152584,0.9903987040278769
0,3,male,21.0,0,0,S,28,Mr,Mr,1,1,1,2.129641615089107,4,False,True,2.174751721484161,2.174751721484161,1.3062516534463542
0,3,female,21.0,1,0,S,24,Miss,Miss,2,0,1,6.24148907849134,4,False,True,2.3818582738885534,2.3818582738885534,1.1433958912950832
0,1,male,29.69911764705882,0,0,C,19,Mr,Mr,1,1,4,1.1047411313139466,3,True,True,5.4316456135398825,4.058389178739121,0.0
1,2,female,40.0,1,1,S,61,Mrs,Mrs,3,0,2,9.629920038589946,8,False,True,3.6888794541139363,3.0204248861443626,0.705886206337375
1,1,female,29.69911764705882,1,0,S,49,Mrs,Mrs,2,0,2,5.412665786761103,7,True,False,3.970291913552122,3.295836866004329,0.0
0,3,male,19.0,0,0,S,42,Mr,Mr,1,1,1,6.385259476640855,6,False,False,2.157559320943788,2.157559320943788,1.2480835027734092
0,3,male,34.0,0,0,S,19,Mr,Mr,1,1,1,9.36829739324758,3,False,True,2.2027647577118348,2.2027647577118348,1.6531872949884852
1,1,female,40.0,1,1,C,56,Mrs,Mrs,3,0,2,4.522179408898071,7,False,False,4.908971640319756,4.223177434065069,0.260360542600588
0,2,male,16.0,0,0,S,19,Mr,Mr,1,1,2,9.3621224624369,3,False,True,3.295836866004329,2.6390573296152584,0.4795730802618863
0,3,male,29.69911764705882,0,0,C,17,Mr,Mr,1,1,1,7.907231648389636,3,True,True,2.1076888046179385,2.1076645006235757,0.0
0,2,male,35.0,0,0,S,20,Mr,Mr,1,1,2,8.129010091300776,4,False,True,3.295836866004329,2.6390573296152584,0.8527773261518293
0,3,male,74.0,0,0,S,19,Mr,Mr,1,1,1,2.106621890056666,3,False,True,2.1719067693519296,2.1719067693519296,2.3530581153591497
1,1,female,30.0,0,0,C,19,Miss,Miss,1,1,2,0.2440078155653802,3,False,True,4.676792929661059,3.9929022861537695,0.24833450135807955
0,1,male,71.0,0,0,C,23,Mr,Mr,1,1,1,7.322248864095612,3,False,True,3.922056501139853,3.9220525410653244,0.8896270926350164
1,2,female,31.0,1,1,S,43,Mrs,Mrs,3,0,3,8.948166560605276,6,False,True,3.305053521109253,2.277267285009756,0.7797616533967163
0,3,male,22.0,0,0,S,20,Mr,Mr,1,1,1,5.65133183589209,3,False,True,2.1855792552411137,2.1856017375082266,1.3313870297728903
1,2,female,29.0,1,0,S,50,Mrs,Mrs,2,0,1,0.1454466566788192,6,False,True,3.295836866004329,3.295836866004329,0.7492366472109889
0,3,male,21.0,0,0,Q,19,Mr,Mr,1,1,1,8.34930236799299,3,False,True,2.167143305297764,2.1671089534315957,1.31252104925802
0,3,male,26.0,0,0,S,25,Mr,Mr,1,1,1,4.80586577326648,3,False,True,2.1855792552411137,2.1856017375082266,1.456960140375883
0,3,female,25.0,1,0,S,29,Miss,Miss,2,0,1,1.8552551570312117,4,False,True,2.188856327665703,2.188856327665703,1.4242099278660003
0,3,male,42.0,0,1,S,32,Mr,Mr,2,0,1,8.09874445854635,5,False,True,2.2411563979973974,2.241135130677823,1.7913429240477081
1,1,male,80.0,0,0,S,36,Mr,Mr,1,1,1,8.246809659251491,5,False,False,3.4339872044851463,3.4339872044851463,1.2992829841302609
1,1,female,24.0,0,0,C,20,Mlle,Other,1,1,2,8.37013328363672,3,False,False,4.252771798816619,3.573749146860305,0.2973752016574406
0,3,male,22.0,0,0,S,18,Mr,Mr,1,1,1,2.24604822939982,3,False,True,2.1102132003465894,2.1102132003465894,1.394878104811282
1,2,female,24.0,0,2,S,31,Mrs,Mrs,3,0,2,5.334610919763215,4,False,True,2.740840023925201,2.1102132003465894,0.9765095918672099
1,3,female,29.69911764705882,0,2,C,38,Mrs,Mrs,3,0,2,6.2589137643700905,5,True,True,3.1509523813392697,2.4997131571049733,0.0
1,1,male,56.0,0,0,C,35,Col,Other,1,1,1,8.808707591989284,4,False,False,3.597312260588446,3.597312260588446,0.9468062758001056
1,2,female,34.0,1,1,S,47,Mrs,Mrs,3,0,1,2.686773593849461,7,False,True,3.5115454388310208,3.5115454388310208,0.7159618583261167
0,3,male,17.0,1,0,S,25,Mr,Mr,2,0,1,2.299546058910862,4,False,True,2.086193694502369,2.0861688624292625,1.2266864333596714
0,2,female,27.0,1,0,S,56,Mrs,Mrs,2,0,2,8.5218150031854,8,False,True,3.091042453358316,2.4423470353692043,0.826678573184468
1,2,female,24.0,0,0,S,29,Miss,Miss,1,1,1,1.9068772066366655,4,False,False,2.6390573296152584,2.6390573296152584,1.0459685551826878
1,1,male,4.0,0,2,S,25,Master,Master,3,0,1,3.831385282494975,3,False,False,4.417131919904876,4.417128299259231,0.047708559241344047
0,2,male,29.69911764705882,0,0,S,20,Mr,Mr,1,1,1,7.70921844644052,4,True,True,0.0,0.0,0.0
1,1,female,17.0,1,0,S,41,Mrs,Mrs,2,0,2,1.3271575404306035,6,False,False,4.060443010546419,3.3843902633457743,0.2610138253696196
0,1,male,45.5,0,0,S,19,Mr,Mr,1,1,1,6.635373720167106,3,False,False,3.3843902633457743,3.3843902633457743,0.954161005929565
0,1,male,29.69911764705882,0,0,C,21,Mr,Mr,1,1,1,8.623637087467452,4,True,True,3.357621598945279,3.3576285625153623,0.0
0,3,male,23.0,0,0,S,22,Mr,Mr,1,1,1,7.271690697663081,3,False,True,2.180891922715322,2.180869334309949,1.3682244631474942
0,3,male,30.0,0,0,S,29,Mr,Mr,1,1,1,9.502373538208024,4,False,True,2.2027647577118348,2.2027647577118348,1.5532289928772227
0,2,male,34.0,1,0,S,18,Mr,Mr,2,0,1,4.361265291353167,3,False,True,3.091042453358316,3.091042453358316,0.9628107475090479
1,1,female,29.69911764705882,1,0,C,44,Mrs,Mrs,2,0,2,5.923503285933622,6,True,False,4.500966778400217,3.8188545305356816,0.0
0,3,male,29.69911764705882,8,2,S,19,Mr,Mr,11,0,7,5.956387406078443,3,True,True,4.256321678298823,2.3920600994216485,0.0
0,3,male,40.0,1,4,S,18,Mr,Mr,6,0,6,3.7330931627975295,3,False,True,3.3638415951183864,1.7316555451583497,0.8894093457373304
1,1,female,18.0,0,2,S,19,Miss,Miss,3,0,3,1.7652803200550826,3,False,False,4.390118804571218,3.3160025355989236,0.20374762096663038
1,1,female,52.0,1,1,S,50,Mrs,Mrs,3,0,2,5.553635509376313,7,False,False,4.548599834499697,3.865979066926739,0.4422146503169059
0,3,male,20.0,0,0,S,27,Mr,Mr,1,1,1,3.458830569529568,4,False,True,2.3248357019288655,2.3248357019288655,1.1531073174315414
0,3,male,4.0,3,2,S,21,Master,Master,6,0,6,6.220867002278735,3,False,True,3.3638415951183864,1.7316555451583497,0.1339793209634789
1,1,female,48.0,0,0,S,51,Mrs,Mrs,1,1,1,8.543850933695792,7,False,False,3.2932111997353943,3.2932037728254713,1.0477381316835328
1,3,female,26.0,0,0,S,31,Miss,Miss,1,1,1,9.198556164127606,4,False,True,2.180891922715322,2.180869334309949,1.4610146479079027
0,2,male,23.0,0,0,C,18,Mr,Mr,1,1,1,8.90527280739895,3,False,True,2.775447133088262,2.7754595973314644,0.9276918146574966
0,1,male,52.0,1,1,S,17,Mr,Mr,3,0,3,1.2748866233198242,3,False,False,4.390118804571218,3.3160025355989236,0.5025048495862608
0,2,male,25.0,0,0,S,30,Mr,Mr,1,1,1,1.1976213181925122,5,False,True,2.6390573296152584,2.6390573296152584,1.0726368022648491
1,1,male,36.0,0,0,S,25,Mr,Mr,1,1,1,9.243961953765304,4,False,False,3.3064287218760624,3.306447045116345,0.8626672225787048
0,3,female,2.0,4,2,S,33,Miss,Miss,7,0,7,2.5243694434402077,5,False,True,3.4742929367327062,1.6989129188617031,0.061987307928200494
0,2,male,29.69911764705882,0,0,S,30,Mr,Mr,1,1,3,7.998552559473152,4,True,True,0.0,0.0,0.0
0,2,male,25.0,0,0,S,42,Mr,Mr,1,1,1,8.980542894407137,5,False,True,2.6390573296152584,2.6390573296152584,1.0726368022648491
0,3,male,24.0,0,0,S,22,Mr,Mr,1,1,1,0.4086861626647886,3,False,True,2.2027647577118348,2.2027647577118348,1.381625091936207
0,3,male,19.0,0,0,S,20,Mr,Mr,1,1,1,1.3087366071834985,3,False,True,2.1855792552411137,2.1856017375082266,1.2256391680589016
0,2,male,31.0,0,0,S,38,Mr,Mr,1,1,1,5.974131021703083,5,False,True,2.4423470353692043,2.4423470353692043,1.374318170073175
1,3,female,19.0,0,0,Q,29,Miss,Miss,1,1,1,8.76653602658345,4,False,True,2.1837114628556327,2.1836889380501896,1.2271263774339372
1,1,female,21.0,2,2,C,37,Miss,Miss,5,0,2,1.1730818896239448,5,False,False,5.5735788721243535,4.884225151739353,0.076996330686896
0,2,male,23.0,0,0,S,26,Mr,Mr,1,1,1,8.447832281168877,4,False,True,2.6390573296152584,2.6390573296152584,1.0185695809945732
0,2,male,19.0,1,1,S,28,Mr,Mr,3,0,2,1.2758030279556376,4,False,True,3.6309854756950335,2.9639835752394106,0.4167391846813825
0,3,male,65.0,0,0,Q,16,Mr,Mr,1,1,1,1.533514031160802,3,False,True,2.169053700369523,2.169053700369523,2.239336062686346
0,3,male,29.69911764705882,1,0,S,36,Mr,Mr,2,0,1,1.8513292883861965,5,True,True,3.0429354648621407,3.0429497731631017,0.0
1,2,female,45.0,1,1,S,43,Mrs,Mrs,3,0,3,6.005168604336534,6,False,True,3.305053521109253,2.277267285009756,0.9985288301111271
0,2,male,18.0,0,0,S,26,Mr,Mr,1,1,1,4.316595462296794,4,False,True,2.5257286443082556,2.5257286443082556,0.9420432279765698
1,1,female,54.0,1,0,C,46,Mrs,Mrs,2,0,1,9.71058245165368,6,False,True,4.100989104940769,4.100989104940769,0.6466271649250525
0,1,male,54.0,0,1,S,27,Mr,Mr,2,0,2,1.0717201133977603,4,False,False,4.360387947851531,3.679939612544462,0.5298573400642067
0,3,male,29.69911764705882,0,0,C,17,Mr,Mr,1,1,1,0.7695320162920916,3,True,True,2.1076888046179385,2.1076645006235757,0.0
0,1,male,47.0,0,0,S,30,Mr,Mr,1,1,2,1.8452101935637728,4,False,False,3.970291913552122,3.295836866004329,0.6438761315531626
0,1,male,56.0,0,0,S,26,Mr,Mr,1,1,1,0.5142581348425035,4,False,True,3.3160025355989236,3.3160025355989236,1.134374422678189
0,2,male,21.0,2,0,S,27,Mr,Mr,3,0,5,7.133495858845524,4,False,True,4.310799125385514,2.7536607123542622,0.2513144282809061
0,2,male,29.0,0,0,S,31,Mr,Mr,1,1,1,6.277080530714178,4,False,True,2.4423470353692043,2.4423470353692043,1.3249254147435985
0,3,male,39.0,0,0,S,17,Mr,Mr,1,1,2,1.5954468011318834,3,False,True,3.224857896545748,2.5707020099509865,0.9612284686979186
0,3,female,39.0,0,5,Q,36,Mrs,Mrs,6,0,5,8.288833658826094,5,False,True,3.405355391810819,1.9205923410710235,0.8497473410975436
0,3,male,36.0,1,0,S,29,Mr,Mr,2,0,1,5.800862078378112,4,False,True,2.806386101823072,2.806386101823072,1.1984915718377258
0,2,male,24.0,2,0,S,25,Mr,Mr,3,0,5,8.179670241190621,4,False,True,4.310799125385514,2.7536607123542622,0.28256697178501045
0,3,male,29.69911764705882,0,0,S,19,Mr,Mr,1,1,1,1.8656702405130576,3,True,True,2.2682524139135403,2.268200666132215,0.0
0,3,female,47.0,1,0,S,46,Mrs,Mrs,2,0,1,2.1144800699654462,7,False,True,2.740840023925201,2.740840023925201,1.4448885253859434
0,1,male,29.69911764705882,0,0,S,26,Mr,Mr,1,1,1,0.181101838208405,4,True,False,3.295836866004329,3.295836866004329,0.0
1,3,male,30.0,0,0,S,23,Mr,Mr,1,1,1,9.321182824836123,4,False,True,2.3513752571634776,2.3513752571634776,1.425008873300581
0,3,male,29.69911764705882,0,0,S,21,Mr,Mr,1,1,1,1.0178247262040374,4,True,True,2.1177604059819726,2.1177002537969263,0.0
1,1,female,49.0,1,0,C,40,Mrs,Mrs,2,0,3,1.3637147558676976,6,False,False,4.353230991152628,3.2800085528709393,0.49384804777830327
1,2,female,54.0,1,3,S,37,Mrs,Mrs,5,0,1,3.2646130824399187,5,False,True,3.1780538303479458,3.1780538303479458,1.2083112059245342
0,3,male,29.69911764705882,0,0,Q,23,Mr,Mr,1,1,1,0.3320310879136656,4,True,True,2.1676241075599285,2.167681330529244,0.0
1,1,female,35.0,1,0,S,44,Mrs,Mrs,2,0,2,8.660638895004084,7,False,False,3.9908341858524357,3.3160025355989236,0.5062956046942406
0,3,male,44.0,0,0,S,16,Mr,Mr,1,1,1,6.832953766065052,3,False,True,2.2027647577118348,2.2027647577118348,1.866532703630506
0,3,male,31.0,0,0,S,25,Mr,Mr,1,1,1,6.4357769519652495,4,False,True,2.1719067693519296,2.1719067693519296,1.6068622509973045
0,3,female,8.0,3,1,S,29,Miss,Miss,5,0,4,7.689874151805105,4,False,True,3.0944457464900235,1.8356168522918315,0.32179119451680893
1,1,female,45.0,1,1,S,42,Mrs,Mrs,3,0,2,7.158249646820885,6,False,True,5.11118445372147,4.4240439145558845,0.24133529866330655
0,2,male,18.0,0,0,S,24,Mr,Mr,1,1,1,4.799388347171235,4,False,True,2.5257286443082556,2.5257286443082556,0.9420432279765698
